C/A,Unit,SCP,Station,Line Name,Division,Date,Time,Description,Entries,Exits                                                     
A066,R118,00-00-00,CANAL ST,JNQRZ6W,BMT,12/28/2018,00:00:00,REGULAR,1724414405,1762822989
A066,R118,00-00-02,CANAL ST,JNQRZ6W,BMT,12/28/2018,00:00:00,REGULAR,338782862,2030914204
A066,R118,00-00-02,CANAL ST,JNQRZ6W,BMT,12/28/2018,00:00:00,REGULAR,338782862,2030914204
A066,R118,00-00-01,CANAL ST,JNQRZ6W,BMT,12/28/2018,00:00:00,REGULAR,9048292,3010146
A066,R118,00-00-01,CANAL ST,JNQRZ6W,BMT,12/28/2018,00:00:00,REGULAR,9048292,3010146
A083,R125,00-00-03,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,2257917,3298028
A083,R125,00-00-01,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,479750,219689
A083,R125,00-00-02,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,910559,981299
A083,R125,00-00-02,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,910559,981299
A083,R125,00-00-04,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,51271,395423
A083,R125,00-00-03,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,2257917,3298028
A083,R125,00-00-01,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,479750,219689
A083,R125,00-00-00,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,5432287,2056552
A083,R125,00-00-04,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,51271,395423
A083,R125,00-00-00,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,5432287,2056552
A084,R125,01-00-00,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,87894,2836
A084,R125,01-03-02,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,6146961,5285344
A084,R125,01-03-01,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,129406,1475
A084,R125,01-03-00,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,552620169,1897279658
A084,R125,01-03-00,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,552620169,1897279658
A084,R125,01-03-02,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,6146961,5285344
A084,R125,01-00-02,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,1283816,54400
A084,R125,01-00-02,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,1283816,54400
A084,R125,01-00-01,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,773922,14810
A084,R125,01-03-01,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,129406,1475
A084,R125,01-00-01,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,773922,14810
A084,R125,01-00-00,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,87894,2836
A085,R125,02-05-00,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,0,1107
A085,R125,02-05-00,BROAD ST,JZ,BMT,12/28/2018,00:00:00,REGULAR,0,1107
B004,R171,00-00-02,7 AV,BQ,BMT,12/28/2018,00:00:00,REGULAR,11454459,13800369
B004,R171,00-00-03,7 AV,BQ,BMT,12/28/2018,00:00:00,REGULAR,3563463,3048745
B004,R171,00-00-02,7 AV,BQ,BMT,12/28/2018,00:00:00,REGULAR,11454459,13800369
B004,R171,00-00-03,7 AV,BQ,BMT,12/28/2018,00:00:00,REGULAR,3563463,3048745
B004,R171,00-00-00,7 AV,BQ,BMT,12/28/2018,00:00:00,REGULAR,6561242,4815560
B004,R171,00-00-01,7 AV,BQ,BMT,12/28/2018,00:00:00,REGULAR,12283483,12846580
B004,R171,00-00-01,7 AV,BQ,BMT,12/28/2018,00:00:00,REGULAR,12283483,12846580
B004,R171,00-00-00,7 AV,BQ,BMT,12/28/2018,00:00:00,REGULAR,6561242,4815560
B009,R411,00-00-00,PARK PLACE,S,BMT,12/28/2018,00:00:00,REGULAR,6384601,5621579
B009,R411,00-00-01,PARK PLACE,S,BMT,12/28/2018,00:00:00,REGULAR,2335566,3381420
B009,R411,00-05-01,PARK PLACE,S,BMT,12/28/2018,00:00:00,REGULAR,359,1093
B009,R411,00-00-02,PARK PLACE,S,BMT,12/28/2018,00:00:00,REGULAR,4167827,4983865
B009,R411,00-00-00,PARK PLACE,S,BMT,12/28/2018,00:00:00,REGULAR,6384601,5621579
B009,R411,00-05-01,PARK PLACE,S,BMT,12/28/2018,00:00:00,REGULAR,359,1093
B009,R411,00-00-02,PARK PLACE,S,BMT,12/28/2018,00:00:00,REGULAR,4167827,4983865
B009,R411,00-05-00,PARK PLACE,S,BMT,12/28/2018,00:00:00,REGULAR,517,0
B009,R411,00-05-00,PARK PLACE,S,BMT,12/28/2018,00:00:00,REGULAR,517,0
B009,R411,00-00-01,PARK PLACE,S,BMT,12/28/2018,00:00:00,REGULAR,2335566,3381420
B010,R412,00-00-00,BOTANIC GARDEN,S2345,BMT,12/28/2018,00:00:00,REGULAR,3194,2727
B010,R412,00-03-00,BOTANIC GARDEN,S2345,BMT,12/28/2018,00:00:00,REGULAR,5322326,1974715
B010,R412,00-03-02,BOTANIC GARDEN,S2345,BMT,12/28/2018,00:00:00,REGULAR,96943,592228
B010,R412,00-00-00,BOTANIC GARDEN,S2345,BMT,12/28/2018,00:00:00,REGULAR,3194,2727
B010,R412,00-03-00,BOTANIC GARDEN,S2345,BMT,12/28/2018,00:00:00,REGULAR,5322326,1974715
B010,R412,00-03-01,BOTANIC GARDEN,S2345,BMT,12/28/2018,00:00:00,REGULAR,270721,334754
B010,R412,00-03-01,BOTANIC GARDEN,S2345,BMT,12/28/2018,00:00:00,REGULAR,270721,334754
B010,R412,00-03-02,BOTANIC GARDEN,S2345,BMT,12/28/2018,00:00:00,REGULAR,96943,592228
B014,R148,00-00-00,PARKSIDE AV,BQ,BMT,12/28/2018,00:00:00,REGULAR,10211011,16531794
B014,R148,00-00-02,PARKSIDE AV,BQ,BMT,12/28/2018,00:00:00,REGULAR,14066383,8817736
B014,R148,00-00-02,PARKSIDE AV,BQ,BMT,12/28/2018,00:00:00,REGULAR,14066383,8817736
B014,R148,00-00-00,PARKSIDE AV,BQ,BMT,12/28/2018,00:00:00,REGULAR,10211011,16531794
B014,R148,00-00-01,PARKSIDE AV,BQ,BMT,12/28/2018,00:00:00,REGULAR,15112780,9209426
B014,R148,00-00-01,PARKSIDE AV,BQ,BMT,12/28/2018,00:00:00,REGULAR,15112780,9209426
B019,R149,00-00-04,NEWKIRK PLAZA,BQ,BMT,12/28/2018,00:00:00,REGULAR,16127966,10193798
B019,R149,00-00-02,NEWKIRK PLAZA,BQ,BMT,12/28/2018,00:00:00,REGULAR,10452761,12208167
B019,R149,00-00-04,NEWKIRK PLAZA,BQ,BMT,12/28/2018,00:00:00,REGULAR,16127966,10193798
B019,R149,00-00-03,NEWKIRK PLAZA,BQ,BMT,12/28/2018,00:00:00,REGULAR,5577167,6167509
B019,R149,00-00-01,NEWKIRK PLAZA,BQ,BMT,12/28/2018,00:00:00,REGULAR,8804401,10247185
B019,R149,00-00-02,NEWKIRK PLAZA,BQ,BMT,12/28/2018,00:00:00,REGULAR,10452761,12208167
B019,R149,00-00-01,NEWKIRK PLAZA,BQ,BMT,12/28/2018,00:00:00,REGULAR,8804401,10247185
B019,R149,00-00-00,NEWKIRK PLAZA,BQ,BMT,12/28/2018,00:00:00,REGULAR,16868437,15995041
B019,R149,00-00-03,NEWKIRK PLAZA,BQ,BMT,12/28/2018,00:00:00,REGULAR,5577167,6167509
B019,R149,00-00-00,NEWKIRK PLAZA,BQ,BMT,12/28/2018,00:00:00,REGULAR,16868437,15995041
B025,R150,00-00-03,AVENUE U,BQ,BMT,12/28/2018,00:00:00,REGULAR,9659609,12111797
B025,R150,00-00-00,AVENUE U,BQ,BMT,12/28/2018,00:00:00,REGULAR,5292020,3307339
B025,R150,00-00-01,AVENUE U,BQ,BMT,12/28/2018,00:00:00,REGULAR,6923838,2114350
B025,R150,00-05-01,AVENUE U,BQ,BMT,12/28/2018,00:00:00,REGULAR,67108864,16777276
B025,R150,00-00-00,AVENUE U,BQ,BMT,12/28/2018,00:00:00,REGULAR,5292020,3307339
B025,R150,00-05-00,AVENUE U,BQ,BMT,12/28/2018,00:00:00,REGULAR,100663473,0
B025,R150,00-00-02,AVENUE U,BQ,BMT,12/28/2018,00:00:00,REGULAR,1062555,484913
B025,R150,00-05-00,AVENUE U,BQ,BMT,12/28/2018,00:00:00,REGULAR,100663473,0
B025,R150,00-00-02,AVENUE U,BQ,BMT,12/28/2018,00:00:00,REGULAR,1062555,484913
B025,R150,00-00-01,AVENUE U,BQ,BMT,12/28/2018,00:00:00,REGULAR,6923838,2114350
B025,R150,00-00-03,AVENUE U,BQ,BMT,12/28/2018,00:00:00,REGULAR,9659609,12111797
B025,R150,00-05-01,AVENUE U,BQ,BMT,12/28/2018,00:00:00,REGULAR,67108864,16777276
B027,R136,00-00-03,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,3324050,788837
B027,R136,00-00-03,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,3324050,788837
B027,R136,00-00-01,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,4560033,5267426
B027,R136,00-00-04,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,11351860,7368341
B027,R136,00-00-05,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,10884849,18083384
B027,R136,00-00-02,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,12828262,4731455
B027,R136,00-00-00,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,1801248,7179981
B027,R136,00-00-00,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,1801248,7179981
B027,R136,00-00-04,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,11351860,7368341
B027,R136,00-00-02,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,12828262,4731455
B027,R136,00-00-01,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,4560033,5267426
B027,R136,00-00-05,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,10884849,18083384
B028,R136,01-00-01,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,1010656,367142
B028,R136,01-00-02,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,4030177,692681
B028,R136,01-00-02,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,4030177,692681
B028,R136,01-00-01,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,1010656,367142
B028,R136,01-00-00,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,163178,469780
B028,R136,01-00-00,SHEEPSHEAD BAY,BQ,BMT,12/28/2018,00:00:00,REGULAR,163178,469780
C018,R197,00-00-04,36 ST,DNR,BMT,12/28/2018,00:00:00,REGULAR,11966851,5500546
C018,R197,00-00-00,36 ST,DNR,BMT,12/28/2018,00:00:00,REGULAR,5190018,6689847
C018,R197,00-00-05,36 ST,DNR,BMT,12/28/2018,00:00:00,REGULAR,8710489,1804662
C018,R197,00-00-03,36 ST,DNR,BMT,12/28/2018,00:00:00,REGULAR,8459607,6056410
C018,R197,00-00-00,36 ST,DNR,BMT,12/28/2018,00:00:00,REGULAR,5190018,6689847
C018,R197,00-00-02,36 ST,DNR,BMT,12/28/2018,00:00:00,REGULAR,9050531,5890294
C018,R197,00-00-04,36 ST,DNR,BMT,12/28/2018,00:00:00,REGULAR,11966851,5500546
C018,R197,00-00-01,36 ST,DNR,BMT,12/28/2018,00:00:00,REGULAR,4214469,3017669
C018,R197,00-00-02,36 ST,DNR,BMT,12/28/2018,00:00:00,REGULAR,9050531,5890294
C018,R197,00-00-01,36 ST,DNR,BMT,12/28/2018,00:00:00,REGULAR,4214469,3017669
C018,R197,00-00-03,36 ST,DNR,BMT,12/28/2018,00:00:00,REGULAR,8459607,6056410
C018,R197,00-00-05,36 ST,DNR,BMT,12/28/2018,00:00:00,REGULAR,8710489,1804662
D002,R390,00-03-01,8 AV,N,BMT,12/28/2018,00:00:00,REGULAR,2080768,1715944
D002,R390,00-00-01,8 AV,N,BMT,12/28/2018,00:00:00,REGULAR,4116579,7762308
D002,R390,00-00-01,8 AV,N,BMT,12/28/2018,00:00:00,REGULAR,4116579,7762308
D002,R390,00-00-00,8 AV,N,BMT,12/28/2018,00:00:00,REGULAR,2915710,4430149
D002,R390,00-03-00,8 AV,N,BMT,12/28/2018,00:00:00,REGULAR,1774329,1798793
D002,R390,00-00-00,8 AV,N,BMT,12/28/2018,00:00:00,REGULAR,2915710,4430149
D002,R390,00-03-00,8 AV,N,BMT,12/28/2018,00:00:00,REGULAR,1774329,1798793
D002,R390,00-03-01,8 AV,N,BMT,12/28/2018,00:00:00,REGULAR,2080768,1715944
D004,R391,01-05-01,FT HAMILTON PKY,N,BMT,12/28/2018,00:00:00,REGULAR,43,633
D004,R391,01-06-00,FT HAMILTON PKY,N,BMT,12/28/2018,00:00:00,REGULAR,719356,33246
D004,R391,01-06-01,FT HAMILTON PKY,N,BMT,12/28/2018,00:00:00,REGULAR,439468,80498
D004,R391,01-05-00,FT HAMILTON PKY,N,BMT,12/28/2018,00:00:00,REGULAR,155,0
D004,R391,01-06-01,FT HAMILTON PKY,N,BMT,12/28/2018,00:00:00,REGULAR,439468,80498
D004,R391,01-05-00,FT HAMILTON PKY,N,BMT,12/28/2018,00:00:00,REGULAR,155,0
D004,R391,01-06-00,FT HAMILTON PKY,N,BMT,12/28/2018,00:00:00,REGULAR,719356,33246
D004,R391,01-05-01,FT HAMILTON PKY,N,BMT,12/28/2018,00:00:00,REGULAR,43,633
D005,R398,00-06-01,NEW UTRECHT AV,ND,BMT,12/28/2018,00:00:00,REGULAR,1050813,362923
D005,R398,00-06-01,NEW UTRECHT AV,ND,BMT,12/28/2018,00:00:00,REGULAR,1050813,362923
D005,R398,00-06-00,NEW UTRECHT AV,ND,BMT,12/28/2018,00:00:00,REGULAR,1000219,192545
D005,R398,00-06-00,NEW UTRECHT AV,ND,BMT,12/28/2018,00:00:00,REGULAR,1000219,192545
D006,R398,01-05-00,NEW UTRECHT AV,ND,BMT,12/28/2018,00:00:00,REGULAR,870,0
D006,R398,01-06-01,NEW UTRECHT AV,ND,BMT,12/28/2018,00:00:00,REGULAR,2363368,2683374
D006,R398,01-06-01,NEW UTRECHT AV,ND,BMT,12/28/2018,00:00:00,REGULAR,2363368,2683374
D006,R398,01-06-00,NEW UTRECHT AV,ND,BMT,12/28/2018,00:00:00,REGULAR,773866,80219
D006,R398,01-06-00,NEW UTRECHT AV,ND,BMT,12/28/2018,00:00:00,REGULAR,773866,80219
D006,R398,01-05-01,NEW UTRECHT AV,ND,BMT,12/28/2018,00:00:00,REGULAR,13,551
D006,R398,01-05-00,NEW UTRECHT AV,ND,BMT,12/28/2018,00:00:00,REGULAR,870,0
D006,R398,01-05-01,NEW UTRECHT AV,ND,BMT,12/28/2018,00:00:00,REGULAR,13,551
D008,R392,00-05-01,18 AV,N,BMT,12/28/2018,00:00:00,REGULAR,3,5
D008,R392,00-05-00,18 AV,N,BMT,12/28/2018,00:00:00,REGULAR,28,0
D008,R392,00-05-00,18 AV,N,BMT,12/28/2018,00:00:00,REGULAR,28,0
D008,R392,00-05-01,18 AV,N,BMT,12/28/2018,00:00:00,REGULAR,3,5
D009,R393,00-00-01,20 AV,N,BMT,12/28/2018,00:00:00,REGULAR,5767770,4743026
D009,R393,00-00-02,20 AV,N,BMT,12/28/2018,00:00:00,REGULAR,4010864,1774475
D009,R393,00-00-02,20 AV,N,BMT,12/28/2018,00:00:00,REGULAR,4010864,1774475
D009,R393,00-00-00,20 AV,N,BMT,12/28/2018,00:00:00,REGULAR,6925460,6582745
D009,R393,00-00-01,20 AV,N,BMT,12/28/2018,00:00:00,REGULAR,5767770,4743026
D009,R393,00-00-00,20 AV,N,BMT,12/28/2018,00:00:00,REGULAR,6925460,6582745
D011,R394,01-06-01,BAY PKWY,N,BMT,12/28/2018,00:00:00,REGULAR,775627533,1698278172
D011,R394,01-05-01,BAY PKWY,N,BMT,12/28/2018,00:00:00,REGULAR,5,546
D011,R394,01-05-01,BAY PKWY,N,BMT,12/28/2018,00:00:00,REGULAR,5,546
D011,R394,01-05-00,BAY PKWY,N,BMT,12/28/2018,00:00:00,REGULAR,575996020,672530542
D011,R394,01-06-02,BAY PKWY,N,BMT,12/28/2018,00:00:00,REGULAR,1461229,414998
D011,R394,01-06-00,BAY PKWY,N,BMT,12/28/2018,00:00:00,REGULAR,393273040,1556089893
D011,R394,01-06-00,BAY PKWY,N,BMT,12/28/2018,00:00:00,REGULAR,393273040,1556089893
D011,R394,01-06-02,BAY PKWY,N,BMT,12/28/2018,00:00:00,REGULAR,1461229,414998
D011,R394,01-05-00,BAY PKWY,N,BMT,12/28/2018,00:00:00,REGULAR,575996020,672530542
D011,R394,01-06-01,BAY PKWY,N,BMT,12/28/2018,00:00:00,REGULAR,775627533,1698278172
D012,R395,00-06-00,KINGS HWY,N,BMT,12/28/2018,00:00:00,REGULAR,438165,195129
D012,R395,00-06-00,KINGS HWY,N,BMT,12/28/2018,00:00:00,REGULAR,438165,195129
D012,R395,00-06-01,KINGS HWY,N,BMT,12/28/2018,00:00:00,REGULAR,239359,82678
D012,R395,00-06-01,KINGS HWY,N,BMT,12/28/2018,00:00:00,REGULAR,239359,82678
D015,R396,00-05-01,AVENUE U,N,BMT,12/28/2018,00:00:00,REGULAR,1,5
D015,R396,00-06-01,AVENUE U,N,BMT,12/28/2018,00:00:00,REGULAR,465446,110240
D015,R396,00-06-01,AVENUE U,N,BMT,12/28/2018,00:00:00,REGULAR,465446,110240
D015,R396,00-06-00,AVENUE U,N,BMT,12/28/2018,00:00:00,REGULAR,596863,41094
D015,R396,00-06-00,AVENUE U,N,BMT,12/28/2018,00:00:00,REGULAR,596863,41094
D015,R396,00-05-00,AVENUE U,N,BMT,12/28/2018,00:00:00,REGULAR,16,0
D015,R396,00-05-01,AVENUE U,N,BMT,12/28/2018,00:00:00,REGULAR,1,5
D015,R396,00-05-00,AVENUE U,N,BMT,12/28/2018,00:00:00,REGULAR,16,0
D016,R397,00-00-00,86 ST,N,BMT,12/28/2018,00:00:00,REGULAR,4109533,4482503
D016,R397,00-00-00,86 ST,N,BMT,12/28/2018,00:00:00,REGULAR,4109533,4482503
D016,R397,00-00-01,86 ST,N,BMT,12/28/2018,00:00:00,REGULAR,337848,153306
D016,R397,00-00-01,86 ST,N,BMT,12/28/2018,00:00:00,REGULAR,337848,153306
E001,R368,00-00-04,9 AV,D,BMT,12/28/2018,00:00:00,REGULAR,3357746,4958515
E001,R368,00-05-00,9 AV,D,BMT,12/28/2018,00:00:00,REGULAR,458762,0
E001,R368,00-00-03,9 AV,D,BMT,12/28/2018,00:00:00,REGULAR,1076751,1201348
E001,R368,00-00-01,9 AV,D,BMT,12/28/2018,00:00:00,REGULAR,3307783,2544397
E001,R368,00-00-00,9 AV,D,BMT,12/28/2018,00:00:00,REGULAR,8798534,10991205
E001,R368,00-00-01,9 AV,D,BMT,12/28/2018,00:00:00,REGULAR,3307783,2544397
E001,R368,00-00-02,9 AV,D,BMT,12/28/2018,00:00:00,REGULAR,11392595,8337578
E001,R368,00-05-01,9 AV,D,BMT,12/28/2018,00:00:00,REGULAR,524288,131
E001,R368,00-05-00,9 AV,D,BMT,12/28/2018,00:00:00,REGULAR,458762,0
E001,R368,00-00-02,9 AV,D,BMT,12/28/2018,00:00:00,REGULAR,11392595,8337578
E001,R368,00-00-04,9 AV,D,BMT,12/28/2018,00:00:00,REGULAR,3357746,4958515
E001,R368,00-05-01,9 AV,D,BMT,12/28/2018,00:00:00,REGULAR,524288,131
E001,R368,00-00-00,9 AV,D,BMT,12/28/2018,00:00:00,REGULAR,8798534,10991205
E001,R368,00-00-03,9 AV,D,BMT,12/28/2018,00:00:00,REGULAR,1076751,1201348
E003,R369,00-00-00,FT HAMILTON PKY,D,BMT,12/28/2018,00:00:00,REGULAR,1637008,736855
E003,R369,00-00-00,FT HAMILTON PKY,D,BMT,12/28/2018,00:00:00,REGULAR,1637008,736855
E003,R369,00-03-01,FT HAMILTON PKY,D,BMT,12/28/2018,00:00:00,REGULAR,140769,180961
E003,R369,00-03-01,FT HAMILTON PKY,D,BMT,12/28/2018,00:00:00,REGULAR,140769,180961
E003,R369,00-03-00,FT HAMILTON PKY,D,BMT,12/28/2018,00:00:00,REGULAR,545947,544512
E003,R369,00-00-01,FT HAMILTON PKY,D,BMT,12/28/2018,00:00:00,REGULAR,1640588,2232878
E003,R369,00-05-00,FT HAMILTON PKY,D,BMT,12/28/2018,00:00:00,REGULAR,202523,310508
E003,R369,00-05-01,FT HAMILTON PKY,D,BMT,12/28/2018,00:00:00,REGULAR,1184206,1725980
E003,R369,00-03-00,FT HAMILTON PKY,D,BMT,12/28/2018,00:00:00,REGULAR,545947,544512
E003,R369,00-00-02,FT HAMILTON PKY,D,BMT,12/28/2018,00:00:00,REGULAR,2439927,1395529
E003,R369,00-00-01,FT HAMILTON PKY,D,BMT,12/28/2018,00:00:00,REGULAR,1640588,2232878
E003,R369,00-05-00,FT HAMILTON PKY,D,BMT,12/28/2018,00:00:00,REGULAR,202523,310508
E003,R369,00-05-01,FT HAMILTON PKY,D,BMT,12/28/2018,00:00:00,REGULAR,1184206,1725980
E003,R369,00-00-02,FT HAMILTON PKY,D,BMT,12/28/2018,00:00:00,REGULAR,2439927,1395529
E014,R374,00-00-02,BAY PKWY,D,BMT,12/28/2018,00:00:00,REGULAR,7971653,10381555
E014,R374,00-05-01,BAY PKWY,D,BMT,12/28/2018,00:00:00,REGULAR,100663296,120
E014,R374,00-00-01,BAY PKWY,D,BMT,12/28/2018,00:00:00,REGULAR,2458503,2592190
E014,R374,00-00-04,BAY PKWY,D,BMT,12/28/2018,00:00:00,REGULAR,2170287,941358
E014,R374,00-00-03,BAY PKWY,D,BMT,12/28/2018,00:00:00,REGULAR,10737776,12115066
E014,R374,00-05-00,BAY PKWY,D,BMT,12/28/2018,00:00:00,REGULAR,150995663,0
E014,R374,00-00-02,BAY PKWY,D,BMT,12/28/2018,00:00:00,REGULAR,7971653,10381555
E014,R374,00-00-04,BAY PKWY,D,BMT,12/28/2018,00:00:00,REGULAR,2170287,941358
E014,R374,00-00-00,BAY PKWY,D,BMT,12/28/2018,00:00:00,REGULAR,14248570,11419338
E014,R374,00-05-00,BAY PKWY,D,BMT,12/28/2018,00:00:00,REGULAR,150995663,0
E014,R374,00-00-01,BAY PKWY,D,BMT,12/28/2018,00:00:00,REGULAR,2458503,2592190
E014,R374,00-05-01,BAY PKWY,D,BMT,12/28/2018,00:00:00,REGULAR,100663296,120
E014,R374,00-00-00,BAY PKWY,D,BMT,12/28/2018,00:00:00,REGULAR,14248570,11419338
E014,R374,00-00-03,BAY PKWY,D,BMT,12/28/2018,00:00:00,REGULAR,10737776,12115066
E015,R399,00-00-01,25 AV,D,BMT,12/28/2018,00:00:00,REGULAR,1439280,317707
E015,R399,00-00-00,25 AV,D,BMT,12/28/2018,00:00:00,REGULAR,3268960,708324
E015,R399,00-00-02,25 AV,D,BMT,12/28/2018,00:00:00,REGULAR,4276672,1520846
E015,R399,00-00-01,25 AV,D,BMT,12/28/2018,00:00:00,REGULAR,1439280,317707
E015,R399,00-00-00,25 AV,D,BMT,12/28/2018,00:00:00,REGULAR,3268960,708324
E015,R399,00-00-02,25 AV,D,BMT,12/28/2018,00:00:00,REGULAR,4276672,1520846
E016,R400,00-00-01,BAY 50 ST,D,BMT,12/28/2018,00:00:00,REGULAR,933215,199217
E016,R400,00-00-00,BAY 50 ST,D,BMT,12/28/2018,00:00:00,REGULAR,7535917,6843146
E016,R400,00-00-02,BAY 50 ST,D,BMT,12/28/2018,00:00:00,REGULAR,3744304,1791765
E016,R400,00-00-01,BAY 50 ST,D,BMT,12/28/2018,00:00:00,REGULAR,933215,199217
E016,R400,00-00-00,BAY 50 ST,D,BMT,12/28/2018,00:00:00,REGULAR,7535917,6843146
E016,R400,00-00-02,BAY 50 ST,D,BMT,12/28/2018,00:00:00,REGULAR,3744304,1791765
G001,R151,00-05-00,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,3428,0
G001,R151,00-05-01,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,0,233
G001,R151,00-03-01,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,3309942,1284341
G001,R151,00-03-01,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,3309942,1284341
G001,R151,00-00-02,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,604747810,302331022
G001,R151,00-00-04,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,3466866,2426309
G001,R151,00-03-02,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,202186,59331
G001,R151,00-00-03,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,7021753,4689861
G001,R151,00-00-01,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,7089624,6266619
G001,R151,00-03-02,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,202186,59331
G001,R151,00-00-03,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,7021753,4689861
G001,R151,00-00-00,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,911452,1584114
G001,R151,00-00-02,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,604747810,302331022
G001,R151,00-06-00,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,356662,668767
G001,R151,00-05-01,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,0,233
G001,R151,00-00-00,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,911452,1584114
G001,R151,00-06-00,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,356662,668767
G001,R151,00-00-04,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,3466866,2426309
G001,R151,00-03-03,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,2382461,437523
G001,R151,00-03-00,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,2453653,2019512
G001,R151,00-00-01,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,7089624,6266619
G001,R151,00-03-03,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,2382461,437523
G001,R151,00-05-00,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,3428,0
G001,R151,00-03-00,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,2453653,2019512
G009,R151,02-00-01,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,727584,458954
G009,R151,02-00-03,CONEY IS-STILLW,DFNQ,BMT,12/28/2018,00:00:00,REGULAR,199194,288809
